open,high,low,close,volume,num_trades,taker_base_vol,taker_quote_vol,month,day,year
100859.7,101011.8,100859.7,100929.0,117.587,4132.0,63.224,6381980.9218,12,14,2024
101827.7,101827.8,101723.3,101742.4,171.767,3915.0,49.209,5006957.0513,12,14,2024
102016.5,102016.5,101960.5,101984.6,249.318,3721.0,84.613,8628527.3336,12,15,2024
103387.8,103412.5,103346.3,103346.3,132.776,3904.0,65.938,6817521.4815,12,15,2024
101870.0,101920.0,101833.3,101875.2,254.836,5148.0,148.42,15123130.8807,12,14,2024
101775.1,101876.6,101763.0,101845.5,475.533,6845.0,334.104,34013546.257,12,15,2024
101776.6,101814.6,101727.2,101808.6,162.77,4807.0,111.813,11379424.0001,12,14,2024
101274.8,101274.9,101192.3,101204.6,424.196,7946.0,115.238,11665238.6613,12,13,2024
104447.3,104498.4,104360.0,104362.8,450.32,8908.0,133.448,13936318.6761,12,16,2024
101467.8,101498.5,101462.3,101490.8,81.43,2626.0,27.207,2761176.7123,12,14,2024
101833.8,101833.8,101742.2,101764.6,145.619,3386.0,63.041,6415821.5944,12,15,2024
106848.9,107069.4,106845.4,107018.2,606.13,16322.0,290.638,31097544.2215,12,16,2024
101639.4,101668.4,101555.3,101576.8,307.465,4792.0,105.883,10757841.1023,12,14,2024
104999.3,105051.5,104996.4,104996.4,293.85,6378.0,197.183,20708451.7468,12,16,2024
101750.2,101968.9,101750.1,101859.4,329.006,7677.0,188.74,19231054.8123,12,14,2024
101615.9,101657.1,101605.6,101657.1,101.291,2860.0,43.988,4470164.9044,12,14,2024
101210.0,101250.0,101148.3,101174.6,365.472,8023.0,144.457,14618602.205,12,13,2024
104652.9,104652.9,104492.6,104512.5,360.24,9808.0,162.053,16940412.6037,12,16,2024
102288.8,102311.3,102230.7,102230.7,178.645,4923.0,66.715,6823769.6059,12,15,2024
101829.8,101944.4,101707.8,101880.7,763.346,16249.0,309.837,31551794.044,12,14,2024
105742.1,105780.9,105656.5,105771.2,396.611,8782.0,200.353,21180136.3196,12,16,2024
105793.8,105985.6,105503.0,105738.1,3101.123,59369.0,1410.687,149207253.4762,12,16,2024
101420.0,101450.1,101411.0,101411.0,199.002,3914.0,71.472,7249677.0792,12,14,2024
101742.3,101742.4,101692.9,101705.9,125.555,3473.0,45.55,4632961.4381,12,14,2024
103530.8,103932.9,103432.1,103877.0,1546.706,25797.0,1028.471,106726702.5038,12,16,2024
101307.0,101458.7,101306.9,101447.7,282.585,6870.0,172.645,17507468.8605,12,14,2024
100835.2,101066.1,100811.2,101020.1,941.856,21355.0,452.144,45645665.2419,12,14,2024
106023.2,106083.5,105914.1,105995.6,617.411,14493.0,291.685,30924315.7856,12,17,2024
103232.2,103362.3,102900.0,102900.0,2271.157,39467.0,1010.197,104239677.4531,12,15,2024
101730.8,101888.0,101730.7,101887.9,232.968,5364.0,166.325,16934690.3339,12,14,2024
106601.6,106610.1,106501.1,106531.1,170.458,5496.0,45.287,4825130.4889,12,17,2024
104362.8,104375.6,104175.7,104230.1,1516.371,27666.0,482.744,50333139.9403,12,16,2024
101430.6,101479.8,101418.7,101427.5,180.684,5609.0,85.245,8648086.2838,12,14,2024
101078.9,101186.0,101073.7,101185.9,167.762,4351.0,120.391,12173993.8302,12,13,2024
104549.7,104711.4,104459.4,104711.4,365.837,9703.0,225.261,23559308.3284,12,16,2024
102089.1,102089.1,101868.8,101868.9,625.497,11144.0,99.698,10162067.6381,12,14,2024
103158.8,103175.0,103100.0,103100.0,190.746,5563.0,70.857,7308276.4726,12,15,2024
101200.1,101320.2,101200.0,101241.6,201.622,5226.0,124.3,12588673.8074,12,13,2024
102129.9,102242.2,102124.5,102192.4,319.273,9090.0,202.145,20658074.6814,12,15,2024
101630.9,101700.0,101628.8,101671.9,220.189,5754.0,137.32,13961733.0361,12,15,2024
104512.7,104533.7,104411.0,104411.1,524.209,9652.0,175.201,18306158.1019,12,16,2024
106756.5,106760.0,106658.2,106688.5,244.978,6466.0,65.446,6983610.4674,12,17,2024
101493.3,101517.0,101449.7,101454.4,175.466,6363.0,89.855,9118302.8935,12,13,2024
102207.2,102293.7,102190.7,102284.0,425.481,10600.0,285.726,29215548.4165,12,15,2024
102668.5,102775.1,102556.3,102754.6,786.737,15268.0,438.085,44977100.1966,12,15,2024
102901.5,102969.2,102867.7,102885.0,363.993,7195.0,212.735,21897808.6643,12,15,2024
103280.2,103292.7,103151.1,103292.7,454.287,7337.0,279.713,28862270.5034,12,15,2024
104637.7,104708.6,104609.4,104646.4,355.755,6872.0,192.2,20117040.3571,12,16,2024
105949.5,106136.3,105871.2,106130.8,817.408,16319.0,510.588,54145134.1071,12,17,2024
101195.6,101291.1,101188.5,101260.2,254.028,6438.0,121.122,12262125.9939,12,14,2024
101149.3,101149.3,101099.9,101112.0,142.117,3607.0,52.309,5289227.4775,12,13,2024
102557.1,102686.3,102554.9,102619.7,426.813,10665.0,224.945,23083475.1586,12,15,2024
102661.7,102920.0,102661.7,102902.2,501.562,10353.0,331.359,34076373.5674,12,15,2024
105680.7,105969.9,105664.2,105969.8,416.225,9711.0,290.397,30724844.7856,12,16,2024
104029.9,104056.3,103925.0,104025.8,671.022,13644.0,448.201,46610901.9803,12,16,2024
101590.2,101644.9,101584.3,101627.4,89.602,3412.0,48.837,4962784.9599,12,14,2024
105834.8,106147.1,105720.8,105989.2,3224.886,62368.0,1646.588,174523437.1703,12,16,2024
105175.9,105198.0,105098.1,105182.8,463.751,8734.0,214.491,22555925.3928,12,16,2024
104410.9,104623.2,104350.4,104560.0,483.734,10831.0,357.229,37329764.4915,12,16,2024
106613.2,106748.4,106526.6,106705.8,1078.664,27114.0,487.103,51942236.4497,12,16,2024
102860.0,103031.8,102846.1,102959.6,588.806,11007.0,344.071,35421379.3413,12,15,2024
101736.2,101768.3,101730.0,101752.4,145.286,4980.0,93.251,9488796.8319,12,15,2024
101636.6,101724.5,101566.8,101699.8,344.997,8679.0,180.117,18307254.2269,12,13,2024
105150.5,105231.3,105150.5,105172.2,192.856,5293.0,98.902,10403364.9166,12,16,2024
102330.9,102408.0,102313.0,102407.9,268.976,5656.0,175.945,18010373.1844,12,15,2024
103141.9,103201.5,103115.1,103184.2,193.257,5241.0,89.203,9202201.2109,12,15,2024
101693.3,101749.3,101661.4,101716.6,469.965,8274.0,219.592,22330341.923,12,15,2024
101691.3,101845.0,101662.5,101838.6,1117.963,18125.0,755.544,76873147.5868,12,15,2024
102112.9,102176.1,101923.0,101982.1,548.47,15602.0,235.742,24049987.0153,12,14,2024
101320.6,101320.7,101290.7,101290.7,110.33,3583.0,31.207,3161233.5823,12,14,2024
104502.3,104750.0,104415.9,104746.0,860.372,17543.0,477.323,49934601.8986,12,16,2024
101020.7,101100.5,101020.0,101025.5,249.429,6630.0,137.681,13912397.8658,12,14,2024
100900.0,100929.1,100822.2,100860.4,347.655,6926.0,127.725,12881290.0924,12,14,2024
101427.2,101450.0,101389.7,101432.4,94.756,3312.0,43.782,4440590.8819,12,15,2024
101344.1,101344.1,101234.8,101272.7,312.462,6440.0,102.196,10348284.5124,12,15,2024
101910.5,102100.0,101900.9,102099.9,783.705,10948.0,687.905,70183971.7765,12,15,2024
100933.1,101059.1,100838.0,101036.0,551.636,11449.0,271.249,27388601.4952,12,14,2024
101332.2,101436.6,101158.2,101436.6,1240.698,17803.0,465.64,47164489.108,12,13,2024
101348.5,101414.4,101298.4,101315.8,323.076,8467.0,198.185,20087076.3089,12,14,2024
101838.5,102068.9,101820.5,101974.8,1532.453,24877.0,986.994,100612602.9569,12,15,2024
106188.6,106267.1,106104.4,106184.4,653.567,13560.0,317.257,33685642.3828,12,16,2024
103139.3,103379.9,103098.7,103338.9,810.401,15958.0,516.466,53332283.1644,12,15,2024
101150.0,101254.4,101059.3,101250.0,1075.921,13088.0,482.353,48807722.4705,12,14,2024
103246.1,103272.1,103183.2,103183.2,179.323,5366.0,92.278,9526008.4566,12,15,2024
106750.0,106837.5,106718.7,106824.4,187.993,6086.0,91.401,9760338.1627,12,17,2024
105094.4,105332.3,105079.8,105315.0,497.602,13537.0,317.736,33430447.5052,12,16,2024
103111.7,103215.0,102945.7,103190.7,634.971,14446.0,296.485,30566241.1478,12,15,2024
103244.8,103280.7,103164.3,103209.6,242.267,5816.0,110.094,11362717.4348,12,15,2024
104777.3,104899.4,104560.4,104567.1,781.816,17622.0,238.515,24995645.0899,12,15,2024
101639.1,101644.9,101592.8,101597.2,118.151,3590.0,43.538,4424361.7614,12,14,2024
104593.7,104780.6,104500.0,104768.0,754.566,18904.0,492.263,51532494.5581,12,16,2024
104680.6,104966.0,104512.8,104899.4,887.257,18327.0,513.431,53766103.455,12,16,2024
103222.6,103303.8,103181.4,103296.1,162.003,3863.0,113.081,11673912.1562,12,15,2024
106238.2,106569.0,106182.2,106535.0,703.052,15995.0,411.424,43802275.4113,12,16,2024
101728.3,101766.5,101708.6,101717.0,88.179,3395.0,33.898,3448580.994,12,15,2024
101737.4,101783.1,101730.2,101776.5,118.592,3128.0,82.491,8394572.971,12,14,2024
101593.9,101603.7,101505.1,101532.8,293.713,7506.0,112.022,11376951.1495,12,14,2024
104567.1,104650.2,104220.2,104460.4,2141.998,35707.0,802.63,83782107.6205,12,15,2024
105859.7,106054.2,105802.3,106029.7,800.943,16328.0,444.624,47089304.2089,12,16,2024
104473.9,104643.8,104425.6,104643.8,697.009,13381.0,372.658,38952750.8219,12,16,2024
101937.7,101954.8,101790.0,101911.0,499.514,9155.0,89.711,9140338.1899,12,15,2024
102419.0,102468.8,102377.2,102405.6,328.862,6333.0,111.131,11383147.2692,12,15,2024
